,text,gpt_out
366,"This person has an square in the back of his front chest body and she he has a long dress like going on the back, She he also has the left hand on the air","['an square in the back of his front chest body', 'a long dress like going on the back', 'the left hand on the air']"
367,Looks like a walking zombie,['a walking zombie']
368,"It looks more like a ghost shaped human and looks like a huge round white ghost, *cylinder shaped like, **Oval","['a ghost shaped human', 'a huge round white ghost', 'cylinder shaped like', 'Oval']"
369,The person is basically sitting down on the floor,['The person is basically sitting down on the floor']
370,She him looks like a person that has a dog tail and an triangle in the front of the body while standing straight,"['a person that has a dog tail', 'an triangle in the front of the body while standing straight']"
371,He her looks like she made a split dance move on a party and his her clothing is on the back while his hands are stretch to both the right and the left,"['she made a split dance move on a party', 'his clothing is on the back', 'his hands are stretch to both the right and the left']"
372,"It's a person that has something holding in their hand with something on her back and what looks like a dog tail on her his, back","['a person that has something holding in their hand', 'something on her back', 'what looks like a dog tail on her his back']"
373,"It's the same party guy that has his arms open wide both to the right and left, He is also slightly bent","['same party guy', 'arms open wide both to the right and left', 'slightly bent']"
374,Looks like a person signing with her his left hand in the air While dragging an long dress and she he has a square on the back of his back body,"['a person signing with her his left hand in the air', 'dragging a long dress', 'a square on the back of his back body']"
375,Looks like a ghost on a oval shape,['a ghost on a oval shape']
376,Looks like a guy that has his right arm open standing and a cape on the left side,"['a guy that has his right arm open standing', 'a cape on the left side']"
377,Looks like walking zombie that is walking backwards with a cape on the back,"['walking zombie', 'walking backwards', 'cape on the back']"
378,"Looks like a person skating that has two triangles on front of his body, His standing in a single leg","['a person skating', 'two triangles on front of his body', 'standing in a single leg']"
379,Looks like he went to a party with a tie and he did the splinting dance move,"['he went to a party with a tie', 'he did the splinting dance move']"
380,Looks like a walking zombie you thought it was the first time,['a walking zombie']
381,Looks like he is sitting reading an ebook,['he is sitting reading an ebook']
382,The person looks like they are handling the plate to someone,['The person looks like they are handling the plate to someone']
383,This one is what you picked last time,['what you picked last time']
384,An person serving food with an square at the bottom,['An person serving food with an square at the bottom']
385,The oval shaped ghost,['The oval shaped ghost']
386,Singing opera with her left hand up on the air,['Singing opera with her left hand up on the air']
387,An person serving food with their legs appearing like a Rhombus,['An person serving food with their legs appearing like a Rhombus']
388,The women with the dog tail,['The women with the dog tail']
389,The party guy with the bow tie and with their hands open wide,['The party guy with the bow tie and with their hands open wide']
390,The walking zombie with a long dress,['The walking zombie with a long dress']
391,A person sitting on the ground reading an electronic reader or E-reader,['A person sitting on the ground reading an electronic reader or E-reader']
392,An person that has an cape almost the size of his height it goes from top to bottom It feels like he at an animal show,"['An person that has an cape almost the size of his height', 'it goes from top to bottom', 'It feels like he at an animal show']"
393,"The party guy but bending backwards with his hands up on the air, this one does not a bow tie","['The party guy but bending backwards with his hands up on the air, this one does not a bow tie']"
394,The person is skiing and has two triangles in front of their body,"['The person is skiing', 'two triangles in front of their body']"
395,The walking zombie but without a dress on the back,['The walking zombie but without a dress on the back']
396,standing upright stretching one arm to the left,['standing upright stretching one arm to the left']
397,serving while squatting,['serving while squatting']
398,oval shaped ghost,['oval shaped ghost']
399,skirting with 2 triangles upfront,['2 triangles upfront']
400,has a tail serving,['has a tail serving']
401,sitting down and folding legs,['sitting down and folding legs']
402,bow tie party guy,['bow tie party guy']
403,walking zombie with something on the back of his neck of,['walking zombie with something on the back of his neck']
404,"the other side is square shape from top to bottom,on the other side a small hand","['the other side is square shape from top to bottom', 'on the other side a small hand']"
405,"like she is kneeling ,a square at her back","['she is kneeling', 'a square at her back']"
406,open arms falling backwards,['open arms falling backwards']
407,dancing with a long dress,['dancing with a long dress']
408,"Diamond in the top left,Rhombus in the top right, connected together by a long rectangle This connected to a show type shape on the left hand side, and a triangle on the left","['Diamond in the top left', 'Rhombus in the top right', 'connected together by a long rectangle', 'This connected to a show type shape on the left hand side', 'a triangle on the left']"
409,"Diamond on top of pointed shape With a square type shape in the middle on the left hand side, and a triangle at the bottom Looks like a person holding a bowl","['Diamond on top of pointed shape', 'With a square type shape in the middle on the left hand side', 'and a triangle at the bottom', 'Looks like a person holding a bowl']"
